software,reference,group,score,scoreN,score1,score1N,score2,score2N,score3,score3N,score4,score4N,score5,score5N,1_2_3,1_3_1,1_3,1_5_1,1_5_2,1_6_1,1_6_2,2_1,2_2,2_3,2_4,3_1_1,3_1_2,3_1_3,3_1_4,3_1_5_1,3_1_5_2,3_1_5_3,3_1_5_4,3_2_1,3_2_2,3_2_3,3_2_4,4_1,4_2,4_3_1,4_3_2,4_3_3,4_3_4,4_3_5,5_1,5_2_1,5_2_2,5_2_3,5_2_4,5_3_1,5_3_2,5_3_3,5_4_1,5_4_2,description,link
VisualBLAST,,Z,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"To facilitate and accelerate sequence analysis, we present, for the first time, two easy-to-use programs designed for interactive analysis of full BLAST and FASTA output files containing protein sequence alignments. The programs, Visual BLAST and Visual FASTA, run under Microsoft Windows 95 or NT systems. They are based on the same intuitive graphical user interface (GUI) with extensive viewing, searching, editing, printing and multithreading capabilities. These programs improve the browsing of BLAST/FASTA results by offering a more convenient presentation of these results. They also implement on a computer several analytical tools which automate a manual methodology used for detailed analysis of BLAST and FASTA outputs. These tools include a pairwise sequence alignment viewer, a Hydrophobic Cluster Analysis plot alignment viewer and a tool displaying a graphical map of all database sequences aligned with the query sequence. In addition, Visual Blast includes tools for multiple sequence alignment analysis (with an amino acid patterns search engine), and Visual FASTA provides a GUI to the FASTA program.",http://www.iucr.org/resources/other-directories/software/visualblast
VisualCrystal,,Z,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"X-ray Diffraction Analysis Software. Visual CRYSTAL unites 6 major functionalities in one practical and easy-to-use software, making qualitative and quantitative phase analysis by both RIR and RIETVELD full pattern methods. The search-match methods identify easily the compound phases of the sample. The interaction between the identification and the quantification facilitates the interpretation of diffraction data thanks to a progressive reconstruction of the diffractogram and a probability of presence characterizing each phase. The graphic rebuild, adding up the phase full patterns (Pseudo-Voigt function), shows the contribution of each phase to each observed peak or individual count. The profile and structural parameters are refined simultaneously using the Rietveld analysis : non linear least squares solved by Levenberg-Marquardt algorithm which brings the best stability to the process.Others main features : Background fit, preferred orientation, amorphous phase content calculated without adding a supplementary phase, validation through chemical composition (if available), memorization of the analysis data for later use or verification, macro-commands for repetitive analyses and fully automated production follow-up. VC6 runs with MS Windows NT, XP, Vista and Windows 7. Languages : English, French.",http://www.iucr.org/resources/other-directories/software/visualcrystal
VisualFASTA,,Z,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"To facilitate and accelerate sequence analysis, we present, for the first time, two easy-to-use programs designed for interactive analysis of full BLAST and FASTA output files containing protein sequence alignments. The programs, Visual BLAST and Visual FASTA, run under Microsoft Windows 95 or NT systems. They are based on the same intuitive graphical user interface (GUI) with extensive viewing, searching, editing, printing and multithreading capabilities. These programs improve the browsing of BLAST/FASTA results by offering a more convenient presentation of these results. They also implement on a computer several analytical tools which automate a manual methodology used for detailed analysis of BLAST and FASTA outputs. These tools include a pairwise sequence alignment viewer, a Hydrophobic Cluster Analysis plot alignment viewer and a tool displaying a graphical map of all database sequences aligned with the query sequence. In addition, Visual Blast includes tools for multiple sequence alignment analysis (with an amino acid patterns search engine), and Visual FASTA provides a GUI to the FASTA program.",http://www.iucr.org/resources/other-directories/software/visualfasta
VITESS,,Z,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Virtual instrumentation tool for neutron scattering at pulsed and continuous sources,http://www.iucr.org/resources/other-directories/software/vitess
VMRIA,,Z,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Rietveld analysis,http://www.iucr.org/resources/other-directories/software/vmria
VOID,,Z,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Provides facilities both for searching for voids, which may be part of the crystal structure or may be due to missing solvent of crystallization, and for their display",http://www.iucr.org/resources/other-directories/software/void
VOLCAL,,Z,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,calculation of polyhedron volume,http://www.iucr.org/resources/other-directories/software/volcal
Voxel,,Z,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Volumic representation of a series of slices,http://www.iucr.org/resources/other-directories/software/voxel
VRML,,Z,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Three-dimensional general position diagrams of the superfamilies of all non-cubic magnetic space groups have been developed. The diagrams can be rotated and zoomed to aid in the visualization of the general position diagrams and include both the general positions of the atoms and the general orientations of the associated magnetic moments.,http://www.iucr.org/resources/other-directories/software/vrml
"VRML demos at Le Mans, France",,Z,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"http://www.iucr.org/resources/other-directories/software/vrml-demos-at-le-mans,-france"
VRML Queensland,,Z,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"VRML demos at University of Queensland, Australia",http://www.iucr.org/resources/other-directories/software/vrml-queensland
WATNCS,,Z,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"In protein crystallographic refinement, it is quite important to avoid false water molecules instroducing noise in the electron density map. In the case that Non-crystallographic symmetry exists in the crystals, many water molecules which binds to the protein should also follow NCS as their host proteins. The WATNCS program can pick those which follow operations from all the water candidates calculated from difference fourier maps.",http://www.iucr.org/resources/other-directories/software/watncs
WHAT IF,,Z,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,macromolecular modelling program by Gert Vriend,http://www.iucr.org/resources/other-directories/software/what-if
WINCELL,,Z,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Unit cell refinement. Regrouping 4 interactive softwares (Win_CORREL, Win_CELREF, Win_AFMAIL et Win_CRISDR).",http://www.iucr.org/resources/other-directories/software/wincell
WinFit,,Z,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"A package for complete profile-analysis of x-ray reflections: profile fitting, single line methods for crystallite-size and strain determinations (including Fourier Methods), multiple line Warren-Averbach analysis, reads almost any X-ray file format, writes many major formats, supports clipboard exchange of results and graphics.",http://www.iucr.org/resources/other-directories/software/winfit
WinGX,,Z,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"System of programs for solving, refining and analysing single crystal X-ray diffraction data for small molecules. Provides a consistent and user-friendly GUI for some of the best publically available crystallographic programs. Interfaces to other popular programs such as SHELXL-97 and SIR-97",http://www.iucr.org/resources/other-directories/software/wingx
Win-IntegrStp,,Z,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Graphics-based program for Windows to integrate step-scan data from diffractometers. It allows the user to examine individual reflections, determine optimum profile parameters and to integrate datasets automatically or manually.",http://www.iucr.org/resources/other-directories/software/win-integrstp
WinMProf,,Z,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,General GUI for MPROF Rietveld profile refinement program and viewing software for experimental and calculated powder diffraction patterns.,http://www.iucr.org/resources/other-directories/software/winmprof
WinStruct,,Z,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Software for Geology and powder diffraction from Stefan Krumm.,http://www.iucr.org/resources/other-directories/software/winstruct
WinWinQ-Fac,,Z,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Software for Geology and powder diffraction from Stefan Krumm (Erlangen).,http://www.iucr.org/resources/other-directories/software/winwinq-fac
WinXmorph,,C,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Representation of realistic, still or animated crystal shapes (morphologies) created from crystallographic data (metric, (hkl) - Miller indices and central distances) as input and *.wrl (VRML V2.0 utf8) files as output, that can be inserted on WebPages. WinXmorph contains the Bravais-Friedel, Donnay-Harker model for morphology prediction, twin-, growth-sector and crystal-cut simulation; allows volume and surface calculations of any model, and supports data import and export from IUCr - *.cif files.",http://www.iucr.org/resources/other-directories/software/winxmorph
WULFF,,Z,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Output of program ""wulff.c"" (ANSI C) is a Wulff Net in HP-GL A4 format. (HP-GL A4 = Hewlett Packard Graphic Language, paper size A4, i.e. 297x210mm. Most pen-plotters understand HP-GL.)",http://www.iucr.org/resources/other-directories/software/wulff
WULFFMAN,,Z,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Interactively examines the Wulff shapes of crystals with specified symmetries. Wulff shape is the shape that possesses the lowest surface energy for a fixed volume, and hence represents the ideal shape that the crystal would take in the absence of other constraints.",http://www.iucr.org/resources/other-directories/software/wulffman
WWW GID_sl,,Z,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"A WWW interface to simulate dynamical x-ray diffraction from strained crystals, multilayers, and superlattices. Applicable to any coplanar and non-coplanar Bragg-case geometry including cases with grazing incidence and/or exit. The following structure profiles can be simulated: 1. Normal lattice strains da(z)/a; 2. Crystal polarizabilities x0(z), xh(z); 3. Interface roughness in multilayers (rms).",http://www.iucr.org/resources/other-directories/software/www-gid_sl
WWW TER_sl,,Z,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"A WWW interface to calculate x-ray specular reflection from multilayers at grazing incidence. Small interface roughness can be taken into account using Nevot and Croce's method, while large rms roughness can be simulated with transition layers.",http://www.iucr.org/resources/other-directories/software/www-ter_sl
WWW TRDS_sl,,Z,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A WWW interface to calculate x-ray diffuse scattering at grazing incidence from multilayers with interface roughness. Supports 9 models of interface roughness including skew roughness correlations in multilayers and scattering from atomic steps. Various angular scans can be simulated as well as 2D-maps.,http://www.iucr.org/resources/other-directories/software/www-trds_sl
WYCKSPLIT,,Z,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Determination of the Wyckoff positions for a group-subgroup symmetry break <i>G</i> > <i>H</i>.,http://www.iucr.org/resources/other-directories/software/wycksplit
X0h,,Z,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Web interface to compute crystal susceptibilities for medium-energy X-rays (0.1&ndash;10&Aring;) for some crystals. Also provides the Bragg peak halfwidth, extinction and absorption lengths. Uses <i>International Tables</i> for f' and f"" and interpolates them for intermediate wavelengths with the help of algorithm. Results must be treated with care in a close vicinity of absorption edges. Lugovskaya, O.M. &amp; Stepanov, S.A. (1991). <i>Sov. Phys. Crystallogr.</i> <b>36</b>, 478&ndash;481.",http://www.iucr.org/resources/other-directories/software/x0h
XABS2,,Z,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Empirical absorption correction program from Davis,http://www.iucr.org/resources/other-directories/software/xabs2
XAct,,Z,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Application that can be used to construct, maintain, and record the results of many crystallisation experiments. Through an extensive object-oriented data structure, the program supports multiple users each with many crystallisation experiments organised in a hierarchical fashion.",http://www.iucr.org/resources/other-directories/software/xact
XCAD4,,Z,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Lp-correction of ENRAF-NONIUS CAD4-diffractometer data. Program written by Klaus Harms, University of Marburg.",http://www.iucr.org/resources/other-directories/software/xcad4
XDSAPP,,Z,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Graphical user interface for the convenient processing of diffraction data using XDS.,http://www.iucr.org/resources/other-directories/software/xdsapp
XFIT,,Z,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Peak fitting program by Alan Coelho and Bob Cheary.,http://www.iucr.org/resources/other-directories/software/xfit
XITE,,Z,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,X-based Image processing Tools and Environment,http://www.iucr.org/resources/other-directories/software/xite
XLAT,,Z,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"(LSQ) program for the precise refinement of cell constants. Limited to the more frequent cases of higher symmetry, ie. cubic, tetragonal, hexagonal and orthorhombic unit cells.",http://www.iucr.org/resources/other-directories/software/xlat
XLMCTEP,,Z,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Graphic representation of small crystallographic structures.,http://www.iucr.org/resources/other-directories/software/xlmctep
XmMol,,C,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"XmMol is a desktop macromolecular visualization and modeling tool designed to be easy to use, configure and enhance. Includes: interactive graphics of macromolecules, strong ability to be interfaced with external programs, some modelling tools and more.",http://www.iucr.org/resources/other-directories/software/xmmol
XMol,,Z,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Molecule viewer and format converter developed by Minnesota Supercomputer Center, Inc. (MSCI).",http://www.iucr.org/resources/other-directories/software/xmol
XND,,Z,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Rietveld refinement program for real time powder diffraction patterns. The aim of the program is to provide an easy approach to the treatment of multiple diffraction patterns arising from a large number of physical and chemical problems as the study of phase transition and in the real time monitoring of reactions. http://www.mx.iucr.org/iucr-top/comm/cpd/Newsletters/no20summer1998/art04/art04.htm,http://www.iucr.org/resources/other-directories/software/xnd
Xop,,Z,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Widget based interface which drives different programs to compute synchrotron radiation source spectra (bending magnet, wigglers and undulators), reflection and transmission characteristics of optical elements such as mirror, filters, flat crystals, bent perfect crystals, and multilayers. Also includesprograms for multi-purpose data analysis and visualization.",http://www.iucr.org/resources/other-directories/software/xop
XPACE,,Z,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Python script to store and analyse the outcome of the factorial designs of macromolecular crystallization experiments for X-ray diffraction.,http://www.iucr.org/resources/other-directories/software/xpace
X-PLOR,,Z,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Simulated annealing refinement. The new release, X-PLOR 98.0 offers substantial new capabilities for both X-ray crystallographic and NMR structure refinement including: maximum likelihood methods for X-ray structure refinement; optimized torsion angle dynamic (TAD) methods; Validated scripts for TAD with NMR distance restraints; ambiguous restraints for iterative assignment (ARIA) technology; novel technology for NOE refinement.",http://www.iucr.org/resources/other-directories/software/x-plor
X-PLOR GUI,,Z,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Graphical user interface to facilitate input of data, submission of computation tasks and progress monitoring for X-PLOR jobs.",http://www.iucr.org/resources/other-directories/software/x-plor-gui
X-PLOR Hetero compounds library,,Z,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,X-PLOR topology and parameter files for hetero compounds. The entries were generated automatically with the XPLO2D program from the hetero.pdb collection from Uppsala.,http://www.iucr.org/resources/other-directories/software/x-plor-hetero-compounds-library
XPLOT,,Z,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Manipulation of XRD scan data for powdered samples.,http://www.iucr.org/resources/other-directories/software/xplot
XPMA,,C,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mouse-driven menu-based graphical program for the manipulation of crystal structures.,http://www.iucr.org/resources/other-directories/software/xpma
